name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds
Skitterbeam Battalion,ABRO,21,,,,,Card,art_series,9c40264f-dc90-5559-aa1f-087cfcf57986,2dda0090-dd4f-5623-8610-185b1e35d56c
Argothian Opportunist,ABRO,22,,,,,Card,art_series,d9443e28-2d76-5b91-9754-93c306c29e74,89f07650-bc5b-5c7c-8ea8-f02d1f780871
Argothian Sprite,ABRO,23,,,,,Card,art_series,9582b919-2bff-57b0-8bbe-d7dab5e1b619,85c6025b-e789-5dff-8fda-271a46050ffa
Fauna Shaman,ABRO,24,,,,,Card,art_series,443ed33b-b9de-53c9-817a-25b014135c75,8f2c5b2e-44b9-5f98-a669-cb82f978ba4f
"Gwenna, Eyes of Gaea",ABRO,25,,,,,Card,art_series,e77e0333-faed-5fd5-b7e8-11b42037a047,ab784baf-e195-5ec8-a8d5-8df777b86926
"Titania, Voice of Gaea",ABRO,26,,,,,Card,art_series,c3efefee-65d1-5524-8c2c-d95cafdccd9e,ac4ca19a-64a6-504d-ba35-c01b9f678c19
"Titania, Gaea Incarnate",ABRO,27,,,,,Card,art_series,ec97561c-82ec-5dda-8e7e-500b19ef5bf5,eccae8e7-273e-5af8-9c4a-210ab36364af
Tomakul Honor Guard,ABRO,28,,,,,Card,art_series,d49c15a5-9b21-5f12-b396-69e971f3033a,30f9444a-7bbb-5578-bc3e-c70c08b8f0af
Rust Goliath,ABRO,29,,,,,Card,art_series,2d41d867-7350-5233-b16b-1e827f13e6bf,801a7a72-3174-580f-a28c-dfebc572a3c6
Kayla's Command,ABRO,30,,,,,Card,art_series,43ed5854-ec70-5230-9aad-96d797b3ecef,f71a276c-2ee6-5304-8993-01420300d390
Urza's Command,ABRO,31,,,,,Card,art_series,e7d43af1-8b3a-5262-a05e-952f4ec7a7b3,dd88853f-c689-5a35-8c73-989e443ea88d
Gix's Command,ABRO,32,,,,,Card,art_series,1ee853a6-9fa8-59b3-b62c-baf991fd8bbc,576ef421-9d4f-5391-915c-92811b1d8a05
Mishra's Command,ABRO,33,,,,,Card,art_series,c9d46ced-f8cf-5a6b-b4d1-b744c84f2c34,fac9d4fb-3b3f-55da-a4cd-a069b351ee2b
Titania's Command,ABRO,34,,,,,Card,art_series,0f4e668a-b667-546b-9700-a6fbd2170c12,8680cc61-9e44-5d72-acb8-ab657a470334
"Urza, Powerstone Prodigy",ABRO,35,,,,,Card,art_series,6b8844c2-c415-595c-8a72-8ae061ee30a0,17884b85-793a-58ee-a0c8-cc35f68fb9aa
"Mishra, Excavation Prodigy",ABRO,36,,,,,Card,art_series,f6b657e6-b8b1-52ef-82a8-a56310830985,44b10a30-4469-56f3-9a37-2146056e1a7c
"Mishra, Claimed by Gix",ABRO,37,,,,,Card,art_series,c6e01eb3-2f72-5eca-a66e-1d46f200d9e1,82b9bef8-47f7-5367-be90-ad0426d67821
"Mishra, Lost to Phyrexia",ABRO,38,,,,,Card,art_series,da7cdd1c-3247-5c11-bdd4-16c5c8c4104a,07571f8f-7016-5481-9308-849c3bbf9487
Queen Kayla bin-Kroog,ABRO,39,,,,,Card,art_series,c687775f-9df9-5de4-bf26-45ffd9b9ff99,371e66f2-fb17-5190-a842-f22c6b27daff
"Tocasia, Dig Site Mentor",ABRO,40,,,,,Card,art_series,155b2b1d-efe7-53fe-8fc4-d419725bc593,ed5c0061-ad12-5fc2-9dab-3c9a041819d7
"Urza, Lord Protector",ABRO,41,,,,,Card,art_series,93431cab-e5b1-558f-8be0-e7aab068452a,e2cdf052-ade0-599f-84ab-bf718b2ecf82
"Urza, Planeswalker",ABRO,42,,,,,Card,art_series,b3ff2083-2f26-5ec5-a67f-c0a46eb4d735,c5c2aa01-cbde-5c4f-ba02-d50580c93247
"Urza, Prince of Kroog",ABRO,43,,,,,Card,art_series,97829b8b-967c-5c34-bef1-0742047f5813,6a435bce-d935-5f43-b46a-1da93c926005
"Liberator, Urza's Battlethopter",ABRO,44,,,,,Card,art_series,18824a7b-3edc-5f2a-9047-927bfd74ae89,e6921242-96b3-52c6-9076-53947e312d8e
Thran Spider,ABRO,45,,,,,Card,art_series,462e57a2-96cf-5a62-899e-37568b8ec329,8ccec865-e45a-5b91-b5bd-dc1d9e35939c
Mishra's Foundry,ABRO,46,,,,,Card,art_series,6c93de89-9028-5472-a7db-9de68b57380d,b01f419d-27e5-54e2-80d1-20079162786a
Island,ABRO,49,,,,,Card,art_series,c4a976e8-f1ec-5b2a-98ac-58465c002956,3079c162-a07d-5f96-b437-38663b225517
Swamp,ABRO,50,,,,,Card,art_series,78d81db7-d27d-5cb7-9dfa-f675864a7e33,ddd19b75-4b23-5e5d-a13a-2ec46a50cc3c
"Mishra, Eminent One",ABRO,54,,,,,Card,art_series,e7cf736b-5adb-528f-951d-d1c3896c0ce2,f5e5272f-7b42-59d7-8450-b28207c6ecb1
Ashnod's Altar,ABRO,55,,,,,Card,art_series,c227fadd-3636-51c9-b8b0-a856fa3bbcb2,6a28ba8c-fea7-54ad-acd9-405bab457f00
Blackblade Reforged,ABRO,56,,,,,Card,art_series,b83b87c6-a78f-5b84-af96-00623545488c,827e7ba3-1d9a-5306-aca2-847e1c601ae8
Chromatic Lantern,ABRO,57,,,,,Card,art_series,02b5d8fd-8b9f-5726-8b92-95e8c0d470be,11dbd51c-dea0-5ab5-a5b4-2a43d3531244
Defense Grid,ABRO,58,,,,,Card,art_series,bee96a5b-ea57-5a48-a4de-71e711172486,ba22a8ab-d5a8-59f6-8ec6-68d32b598aa6
Foundry Inspector,ABRO,59,,,,,Card,art_series,9d2144ed-59e2-5d97-a6fe-28cbd1e2461d,24db2e08-a184-530c-a88b-a204c6361a44
Goblin Charbelcher,ABRO,60,,,,,Card,art_series,158d8393-e4da-5bb7-a8b4-d896379f7cc9,b6e8372e-c60e-5db7-b767-7b96eb3723f0
Helm of the Host,ABRO,61,,,,,Card,art_series,0fdbba3b-0f5f-5e89-a885-10f1dbbceba8,22efe9a1-f944-50be-9f37-beedecff2dd2
Inspiring Statuary,ABRO,62,,,,,Card,art_series,b585be96-f366-52a7-8b95-7a021db12350,61e3eead-4b9b-5d14-858e-3779a8a010e0
Ivory Tower,ABRO,63,,,,,Card,art_series,81016802-cf19-5ba7-b9ba-a6a49fe562b7,d55706c9-29d5-519a-a836-54c7b9fc1d4a
Keening Stone,ABRO,64,,,,,Card,art_series,4e3bc9ec-25d1-5713-9a67-ccd62f06a685,df71a756-f2dd-54f2-bce1-da633245ce53
Key to the City,ABRO,65,,,,,Card,art_series,de26fa96-7812-58e9-ba4c-f1e842e324a8,36337d6f-15c5-54fc-852c-f388a341bc89
Mazemind Tome,ABRO,66,,,,,Card,art_series,841b30f2-301c-51cf-83c5-642ec478cbfb,385d06f9-be51-53b8-b366-428d3fe13cdf
Millstone,ABRO,67,,,,,Card,art_series,9b9f20c4-1888-5d94-a47a-f919e210853f,4dc0f697-d931-5ebe-a23c-c5767f854be3
Mox Amber,ABRO,68,,,,,Card,art_series,8fa9f303-fc7b-5014-9612-46b8300f53ee,ea4e4f22-8412-554f-ab37-e1971deb9438
Mystic Forge,ABRO,69,,,,,Card,art_series,70caf583-ceb2-5313-98e9-07a42c3de2b8,7bacfb83-53d9-5714-aaca-938d53fcac18
Phyrexian Processor,ABRO,70,,,,,Card,art_series,4866d262-4a31-5692-875b-e318c51a760f,5fed26a6-e638-5226-a846-227452326a8e
Platinum Angel,ABRO,71,,,,,Card,art_series,9437abd1-d7ae-56bf-b0a3-cbb5d167f0b9,80e1b220-735d-5903-9675-1055e828a894
Precursor Golem,ABRO,72,,,,,Card,art_series,f65e0e83-c3a2-5e68-9552-c5deebb2eb7c,248633a8-fb22-5f93-8e90-b8e221cb61b0
Psychosis Crawler,ABRO,73,,,,,Card,art_series,139b8b77-285e-55e5-848b-ce0d8e716e09,2c0b641b-6524-5255-8f72-828ee45d0ee8
"Ramos, Dragon Engine",ABRO,74,,,,,Card,art_series,52c2770d-c0a6-5226-8077-8e55ed4fdcf3,0f543ace-ddd8-558b-b221-a709e43d5f9e
Scrap Trawler,ABRO,75,,,,,Card,art_series,bf371330-f8dd-51ea-b9d3-51eb28771be0,f512ed74-e96d-5258-b85d-95def54d7438
Sculpting Steel,ABRO,76,,,,,Card,art_series,fd4550bb-62cc-5097-aafe-4558db24466f,163d951d-bfe0-5d4f-adf7-4e32aaea69ae
Self-Assembler,ABRO,77,,,,,Card,art_series,73a2742f-2f24-5e0f-9d55-b0763fe70502,25389240-b73d-5aae-a4c4-9086041efc50
Soul-Guide Lantern,ABRO,78,,,,,Card,art_series,a6dd88a7-a9cd-52ff-b8e7-464a701b80f8,a5a60a0a-6115-541c-b1ba-4f353de097c8
Staff of Domination,ABRO,79,,,,,Card,art_series,359b1798-c020-5543-9577-367403733c91,4aa61ee6-d5b9-5c85-8c08-db6ed3a16e0d
Thorn of Amethyst,ABRO,80,,,,,Card,art_series,adf4ff3c-16d1-5b79-bba6-5d38a549fb21,9a44ad10-c825-5c67-b254-16eef18a2dad
Wurmcoil Engine,ABRO,81,,,,,Card,art_series,509ca77b-81cc-5107-87c8-c337768ebc26,71fc29fd-ae10-5023-ab58-9c864ec08584
Lurking Green Dragon,ACLB,1,,,,,Card,art_series,f209996e-ea35-55b9-a275-cf09fba3039c,ff7a4a21-53d5-5eed-a394-18e833f83f77
Ancient Brass Dragon,ACLB,2,,,,,Card,art_series,b521d924-4363-5180-b2e9-b7ffa38e9c5a,7468c92a-57b0-52c2-ad17-97b37132f67f
Ancient Bronze Dragon,ACLB,3,,,,,Card,art_series,19193776-423b-5183-9b66-04dafe19500e,cebcce49-2c42-5976-b719-fc255906d8db
Ancient Copper Dragon,ACLB,4,,,,,Card,art_series,778c1a5f-8be3-509d-8b4f-192c45a5a036,2764ce06-b051-535b-a452-4e303777a889
Ancient Gold Dragon,ACLB,5,,,,,Card,art_series,121d3936-4e6f-5beb-936b-1109d44b6892,18f653db-3ed9-507f-9ba9-53b055aa13cf
Ancient Silver Dragon,ACLB,6,,,,,Card,art_series,328eea46-dc5a-557c-9ba1-91ff1f8b5851,1aec8f9b-c403-5ce0-93fa-8f2ef3703beb
Balor,ACLB,7,,,,,Card,art_series,1980748d-649a-5a05-95db-72a1d0793740,7a6d56f2-e09c-5d78-baf3-dd63c40a26c7
Chain Devil,ACLB,8,,,,,Card,art_series,d80580c9-3c83-5c56-a795-767a8202ede5,7a73a0c0-55f4-5a18-a417-c01ad52c839b
Chardalyn Dragon,ACLB,9,,,,,Card,art_series,4f54c945-9b98-5e64-bab6-c2822f0a255c,599c8519-f418-5932-9e5f-2aa0f0011415
Death Kiss,ACLB,10,,,,,Card,art_series,99ed5f50-2948-5c18-9bdf-6091049d9623,469ca2ce-6878-596c-aeb6-52ca05848b35
Ghastly Death Tyrant,ACLB,11,,,,,Card,art_series,08f6053a-d931-567c-8646-bb47d15ef536,119996ac-9974-5c90-8ff6-8b457aaeef80
Mocking Doppelganger,ACLB,12,,,,,Card,art_series,169fe3ce-82cf-53a2-a9e2-e12a6b9bc41e,f07e63c3-363c-510e-b209-ba875e3f1a35
Elder Brain,ACLB,13,,,,,Card,art_series,548a641e-8264-5dc7-931b-4c5c79f5cb62,a0329619-000f-5ff3-8f8d-6575dd446f5e
Ettercap,ACLB,14,,,,,Card,art_series,53baf890-b873-5938-b479-f4a6b0582c6d,8c5b73aa-216e-5209-a3c9-463a49bf67bf
Gray Slaad,ACLB,15,,,,,Card,art_series,f7f7463b-b8d2-56c9-be56-8e82826de94b,11b264be-5fc6-57b9-970a-3cee50cd6b0b
Guardian Naga,ACLB,16,,,,,Card,art_series,34e839d7-ce6e-5d2d-bf8f-510cf833cc3b,e1431cae-fcc8-5f1a-a203-11748e2f6544
Hezrou,ACLB,17,,,,,Card,art_series,8f6a94f1-499a-5faf-af06-ab81183bb077,43e45923-8c8d-5b32-8789-677550e6f27a
"Lulu, Loyal Hollyphant",ACLB,18,,,,,Card,art_series,08910f4a-c671-57aa-982a-36dcda15603e,cd66c5a7-86e6-5109-987e-55dfc2ea246b
Nefarious Imp,ACLB,19,,,,,Card,art_series,0d64901a-c52b-5716-aa3f-21e1aedc3511,509f796f-5bae-5031-a06b-3d30d15181bd
Intellect Devourer,ACLB,20,,,,,Card,art_series,67cd2681-b354-5edc-a0f7-b2ff38469202,44b92c24-21e3-51a5-a5b8-2d3ea0ae01c6
Marut,ACLB,21,,,,,Card,art_series,c1048c17-5e2b-59f7-8849-fc7c497aeec1,5d63eca6-77d0-589d-9374-2e8777d4055e
Consuming Aberration,ACLB,22,,,,,Card,art_series,9c37ca71-b4ce-5a61-9ba3-85c7e398118e,453672f3-6403-5f1e-8711-1ef12f01a552
Mold Folk,ACLB,23,,,,,Card,art_series,3d162049-b327-56ea-a374-5a9c44f12502,aacdb169-eeba-5a8e-95c7-9bbae2107da8
Myconid Spore Tender,ACLB,24,,,,,Card,art_series,d56d5692-0f35-5dd5-b618-015e275640f8,eb16a64c-19a4-5993-b742-7b6e1adff346
Nothic,ACLB,25,,,,,Card,art_series,7dc60397-89e3-5d31-b966-b217b80df2d2,d313528f-b633-5f92-8e94-d0785ddc47e9
Treasure Keeper,ACLB,26,,,,,Card,art_series,994de364-59c2-5fa3-8222-84d78e13e911,238e4ce0-9171-5d97-8863-1422420da202
Young Blue Dragon,ACLB,27,,,,,Card,art_series,6442a08b-e9ff-5229-a448-882637741cd9,20fc1271-adb9-5e8a-9275-fd59e0419df7
Kindred Discovery,ACLB,29,,,,,Card,art_series,106f22e3-3f7f-5c2d-84d8-9debd2dd49e8,99decc2f-544a-5490-b113-899d22346392
"Renari, Merchant of Marvels",ACLB,30,,,,,Card,art_series,1e12ae9c-74a0-51fa-9e88-8cd83f7d1a39,aa625a59-ed34-5d8f-843f-941189d1e208
Brainstealer Dragon,ACLB,31,,,,,Card,art_series,e04942a4-437c-5d6f-a5fe-a58cdbabb141,eccb58d2-3938-5ba2-a332-c4431d144608
"Sivriss, Nightmare Speaker",ACLB,32,,,,,Card,art_series,0736c632-cf0e-596b-a524-a9de2437274c,f1fd293f-cf68-57cb-a14d-10e7c068cd49
"Baeloth Barrityl, Entertainer",ACLB,33,,,,,Card,art_series,7dc6be79-d455-54c3-93ba-eb1491f04053,160a7234-2fb2-59e6-97a6-55e680fef701
"Karlach, Fury of Avernus",ACLB,34,,,,,Card,art_series,a968197d-adc7-59c4-8143-9893977892f8,914af816-435c-5293-af3f-72336363f2a5
Owlbear Shepherd,ACLB,35,,,,,Card,art_series,06fbb4f1-d7cf-521b-9e51-74f81e5aa50e,f033a3ae-d004-5761-95ae-17be5549c626
Elminster,ACLB,36,,,,,Card,art_series,f8d6ac66-bfd6-5082-80d4-e40766d390d2,7d014363-177f-5522-9a33-b3e3f45444b7
"Jon Irenicus, Shattered One",ACLB,37,,,,,Card,art_series,675aef38-f619-557f-91df-4140dfde79ef,91c9b64d-9e56-58c4-9668-3754157cd264
"Minsc & Boo, Timeless Heroes",ACLB,38,,,,,Card,art_series,c5779304-ab85-5f1d-81f2-4eab6fa68faf,2f0abc30-10b1-544b-bb4a-7788980a8aeb
"Myrkul, Lord of Bones",ACLB,39,,,,,Card,art_series,5be386bc-0d0e-5c71-922a-50e34607ecab,e885b442-4a29-5525-b84e-aeb25cb3ace5
"Raphael, Fiendish Savior",ACLB,40,,,,,Card,art_series,a61106b8-121e-5bdc-ac04-702b0cd70325,e8353cd3-2b37-54c7-9992-75714075cca2
"Tasha, the Witch Queen",ACLB,41,,,,,Card,art_series,13dee10f-7ab6-5a2a-b905-f417a60dc91b,696a74b8-99b5-5169-b4bc-8f2d80b8c568
"Zevlor, Elturel Exile",ACLB,42,,,,,Card,art_series,1ea3c1cf-7722-52de-8bc2-7f2e2511758e,133f8fef-de5f-51f8-85a3-45d3257e6ed2
Clockwork Fox,ACLB,43,,,,,Card,art_series,402d7d43-c69e-5128-af20-f0667266c148,b47f2db7-60dc-5def-9e0e-7c2f8da7948a
"Lae'zel, Vlaakith's Champion",ACLB,45,,,,,Card,art_series,c20c039a-c836-5d85-9381-8b6fe1d99799,0e504f9b-0892-557f-ad3b-d1df5bfddaea
"Volo, Itinerant Scholar",ACLB,48,,,,,Card,art_series,1b5cb4c7-5bec-50f4-96a8-22236229830c,5a22771c-7162-5e65-8c6f-78af5744cbb5
"Sarevok, Deathbringer",ACLB,50,,,,,Card,art_series,83a68a99-ed31-5c28-852e-888cc0f46fce,153e718d-f68c-5742-8604-9c02d08b76f9
"Ganax, Astral Hunter",ACLB,53,,,,,Card,art_series,dcfcdd9e-237a-510e-9567-f91573549468,2c3d38c2-9c2f-5823-8f4b-807d52050028
"Livaan, Cultist of Tiamat",ACLB,55,,,,,Card,art_series,14bc3cf1-8c0e-50c2-8042-174ed20f065c,bb3c560e-3d84-53c9-9a6e-d6ce3bec8b49
Nemesis Phoenix,ACLB,56,,,,,Card,art_series,905f9561-9bbd-5d20-a896-1afad1504795,8c503d7c-0473-5a22-952f-a2b2b14d40c5
Taunting Kobold,ACLB,57,,,,,Card,art_series,6a2f7673-87dc-5e91-becd-b808aecffc44,64f17f67-e485-57f2-9429-5eaed75c99f9
Bramble Sovereign,ACLB,59,,,,,Card,art_series,9394ebc8-66ab-53e0-8fe3-d699c14ec895,aa788ac4-cb59-5086-9626-017d4aee91a5
"Wilson, Refined Grizzly",ACLB,60,,,,,Card,art_series,88c76353-df43-505a-82c9-1d8c1a41c2e0,7713f189-456b-5c6f-b3b0-de33ab8f34ed
Alaundo the Seer,ACLB,61,,,,,Card,art_series,6680199b-dc16-588a-9db8-5410f5a29da3,1591dbe6-520b-5b14-9726-48384570d789
"Astarion, the Decadent",ACLB,62,,,,,Card,art_series,af4cde3c-ab28-5d1b-b55a-ed01b351160a,ce2c0730-5214-59ae-88e7-2bda5e57d71d
"Bhaal, Lord of Murder",ACLB,63,,,,,Card,art_series,c6ffc2bc-698e-515f-81f9-4a1ed2739aed,580f1ac7-7881-53c9-95fc-a8af94f965d2
"Gluntch, the Bestower",ACLB,65,,,,,Card,art_series,7151a954-c463-5ae4-99c8-492ec53e3a15,377f7ae2-0f0f-5372-aa2d-9892d42c91d4
"Jan Jansen, Chaos Crafter",ACLB,66,,,,,Card,art_series,7b8cdb42-cbad-5e19-94ea-8269ac9bc473,0f4e82a5-ba12-5db1-a039-463759a3f456
"Korlessa, Scale Singer",ACLB,68,,,,,Card,art_series,8a2c5c01-ba2c-5911-b65e-74d9b9bda1bc,ee3573d1-9d3f-5e05-86d2-cd3827738419
"Lozhan, Dragons' Legacy",ACLB,69,,,,,Card,art_series,e5072e86-5ebe-5bdb-b947-59999b262e8d,6fd9d3cc-c360-5b5b-a1fb-a174bf8eed1d
"Mahadi, Emporium Master",ACLB,70,,,,,Card,art_series,0f13d955-5bf3-511d-9667-f60837354cee,77151c3f-2462-574d-a833-fb6b8ba89c61
"Miirym, Sentinel Wyrm",ACLB,71,,,,,Card,art_series,dfb745a5-eb26-5032-843e-c1318aff1c80,b3fb7fcc-2918-590a-9ecd-e86a80eb5884
"Neera, Wild Mage",ACLB,74,,,,,Card,art_series,aa89eebd-1b79-5e0e-b2ec-677ae26385f0,d941b3b2-358c-53e7-9492-c120b59a7ec9
Thrakkus the Butcher,ACLB,77,,,,,Card,art_series,3332498b-eaca-5af9-a6be-6795b3dca862,e40352b7-1d1e-5725-ad2b-7e18a4ab84d1
Decanter of Endless Water,ACLB,79,,,,,Card,art_series,f69434f9-7253-5e76-b7cd-51f6015104e1,9ec7ce70-d76c-5793-a1c2-67a1453a62c2
Nautiloid Ship,ACLB,80,,,,,Card,art_series,f565df00-3a71-5e02-a598-df31d142d785,55d0e870-5741-57be-9116-9bcbf12ecb26
Stonespeaker Crystal,ACLB,81,,,,,Card,art_series,ca0114e1-6e0d-5429-855e-e8e3c51abcc1,8671714f-f760-5ef8-ab2b-a8bc93407ceb
Ancestral Blade,ACMM,1,,,,,Card,art_series,821a1c26-8310-579e-9396-cdcbd2795240,77c1b867-d52a-5384-8060-503835c39cf2
"Kemba, Kha Regent",ACMM,2,,,,,Card,art_series,ced1bcf5-a511-5ea8-a7da-929e188d37c2,cb1b1ad0-d133-5a78-9b70-c43dc8f3b266
Shelter,ACMM,3,,,,,Card,art_series,7d33c917-d247-5bc2-803b-25cb10d8f7b6,4c551a3d-f051-5fa1-860d-f6f5187550c2
Sunspear Shikari,ACMM,4,,,,,Card,art_series,4cf00f15-9376-5fdd-beaf-0160dc1f94d1,297b3b59-eab0-52f5-a1fa-226eefe0872e
Body Double,ACMM,5,,,,,Card,art_series,4f95c7f7-c2cf-5e76-884c-216f000781d1,aa40a722-45c0-5b1e-a4ed-4490949b5d45
Bribery,ACMM,6,,,,,Card,art_series,a0b7a3ec-a7a5-5a18-a61b-46ad9f745ca1,458a9511-4fc6-5079-9b22-f1d10d02140a
Deep Analysis,ACMM,7,,,,,Card,art_series,3d41fee0-f8bc-59ff-80f9-23862f9c18ed,52e995e9-c385-54f8-8317-6e667fbba660
"Padeem, Consul of Innovation",ACMM,8,,,,,Card,art_series,028618e5-e1f1-5e6a-8e3e-e8af2b28c214,8eb9af7f-996c-5d0a-afdd-61e660117f20
Personal Tutor,ACMM,9,,,,,Card,art_series,b47a0f9b-a5dc-5e4d-97f6-9e0c6a6692d6,6510226c-8206-58d5-9d63-2ac9ff2e4320
Renowned Weaponsmith,ACMM,10,,,,,Card,art_series,689fb1fd-d797-5efc-8591-8e979d20c9bb,836c885c-42f2-5238-9dd8-22566b688876
Rise from the Tides,ACMM,11,,,,,Card,art_series,3d87be99-f7da-5157-995c-0df78eca6887,c1ab55fa-ffe7-5590-b5c8-7129ac8bfe24
Archfiend of Despair,ACMM,12,,,,,Card,art_series,bb8730d1-ff25-5df1-94de-ab2327514ead,5f76734c-451f-51dd-bbbd-8b087debd7c3
"Chainer, Dementia Master",ACMM,13,,,,,Card,art_series,65a00ccd-20c0-54df-83b3-5f238dc0801d,271989fe-8091-5904-91bb-dafef4f78724
Decree of Pain,ACMM,14,,,,,Card,art_series,8969a32f-96c7-58c9-a6ad-c38d96ea871c,6b45b182-925b-5fdc-837d-666994260b97
"Endrek Sahr, Master Breeder",ACMM,15,,,,,Card,art_series,7146af40-baab-5818-b3b0-0f8dbb32e0b2,e5dc023e-d40a-533f-bf4c-efd66b04d5d7
Tuskguard Captain,ACMM,16,,,,,Card,art_series,eda6ecc2-5e20-5b4b-8673-4d255aec3afd,3286340e-0376-54ce-bc3b-165646a7f663
Exsanguinate,ACMM,17,,,,,Card,art_series,ca671335-79f8-5235-9c9a-e0ba628bce04,82a0010a-e262-5bb6-8274-20fb5540e314
Extinguish All Hope,ACMM,18,,,,,Card,art_series,b561bc0f-feb9-586d-80f5-862d28c1f5d3,1004f0e0-af6a-522c-ae24-025db7d6dba5
Grave Pact,ACMM,19,,,,,Card,art_series,d00fd1f7-f3f5-5711-a563-96e3a239c23d,5eebbfb5-2cdb-5d6d-a514-f24f668093a6
Loyal Subordinate,ACMM,20,,,,,Card,art_series,78c28d0b-7746-505f-9e79-a948412bfb36,c0fc4f53-f2cd-5967-8678-e9d819c49ef8
Dragon Fodder,ACMM,21,,,,,Card,art_series,248f1094-8a80-5a5d-b5c8-ff48ca40492d,49995ca1-9214-532c-a37f-984f73a26f89
"Godo, Bandit Warlord",ACMM,22,,,,,Card,art_series,26b90398-6a30-5db7-8143-8226ae40f063,f166969d-48ff-5901-a885-391aa488f910
Ezuri's Predation,ACMM,23,,,,,Card,art_series,80492db9-28b4-54f1-8569-52cf254f9bdd,5e584e3a-4f6d-5fa7-a577-5a881cec0a03
"Sakiko, Mother of Summer",ACMM,24,,,,,Card,art_series,13171be8-fa21-52b8-ac8b-f12978055bfa,d98530b5-eeff-5200-9503-458442103cc1
Skyshroud Claim,ACMM,25,,,,,Card,art_series,637a33b4-1b2e-5814-8863-bd8c721ae30c,2e4e5016-14c1-5845-859d-2a0f5ad8e75b
Stonehoof Chieftain,ACMM,26,,,,,Card,art_series,5b0010d2-ca0d-545a-a7ca-b27526412c1d,6159e9c4-3d85-5552-b9f9-71e7986d665f
Experiment Kraj,ACMM,27,,,,,Card,art_series,3d7c9966-5f53-56c8-821f-e90b53ef9b8a,174d0763-4dbb-59d3-9f82-3ca5bb9ae053
"Mirri, Weatherlight Duelist",ACMM,28,,,,,Card,art_series,5102711e-cbf8-5952-8f7d-19be78c3ed2d,2a15111f-b729-563f-9725-c32dac46ff06
"Sidisi, Brood Tyrant",ACMM,29,,,,,Card,art_series,1c3ddbb0-0463-51be-a9e6-c207536a65bb,3c722969-e1d8-5050-9c4f-800fa76a140a
Opal Palace,ACMM,30,,,,,Card,art_series,f5a1b9d5-1545-540c-9895-56d2c5074adb,a357440c-53e4-5059-81e4-7691bcb0e07b
Darksteel Mutation,ACMM,31,,,,,Card,art_series,f64deba3-626e-5e71-880c-3ee8a21e68be,44d2a7fa-7e92-5a05-af11-edf1160e66a3
Generous Gift,ACMM,32,,,,,Card,art_series,813a5b8d-0329-536b-b9de-4375c00a812f,b14e1907-b7f0-517f-9ee6-dc040eb9cd15
Path to Exile,ACMM,33,,,,,Card,art_series,85169911-9108-538e-91c6-962abf08c773,76f1ffbd-3ff3-57eb-ba51-8356ad28f30a
Return to Dust,ACMM,34,,,,,Card,art_series,d8d92b37-74e4-5802-a3ec-13f34beba1f9,6cc8c923-2e0f-54f6-a257-fd27fd393e13
Reality Shift,ACMM,35,,,,,Card,art_series,05890629-068e-5cd8-8c0e-26df3659572c,1d995166-2eac-5fe1-9020-6796f11dc28c
Dread Return,ACMM,36,,,,,Card,art_series,3373b2c9-ce15-595e-bc37-fc232f91a3ae,20105696-cc25-545c-a9c2-7d94b96d119f
Kindred Dominance,ACMM,39,,,,,Card,art_series,798e3bd4-51b8-5a84-b665-0fe28f2067fb,2d35bf7e-c950-5dc9-bc39-cfbedf13d6e7
Treasure Nabber,ACMM,40,,,,,Card,art_series,9bb40943-360e-5dce-abf9-1094ccd30763,a5db1717-619a-5ab7-acbf-0a605f96d39e
Elvish Mystic,ACMM,41,,,,,Card,art_series,e0020baf-ba10-5855-b255-a64859973f3f,a244c1dc-0909-57c6-bf51-0ef51fef15f3
Ohran Frostfang,ACMM,42,,,,,Card,art_series,80479b31-2fd7-5aab-9457-780db82d78c0,27ed3cb9-a118-5374-be07-e0f5bcfe527d
Regal Behemoth,ACMM,43,,,,,Card,art_series,2ca2d21b-aa79-5517-acae-16cf901eb59c,d2987161-362e-52e2-81fd-156f17062486
Arcane Signet,ACMM,44,,,,,Card,art_series,69622dd7-db89-5453-971f-1b611362a8d6,fff3357d-a7c6-55e2-b1a3-c17ebb5485ee
Champion's Helm,ACMM,45,,,,,Card,art_series,bc7bd1c1-6a5b-55e9-88ae-b5dc60593f33,36f18882-143a-54ae-98b2-e7a300708165
Extraplanar Lens,ACMM,46,,,,,Card,art_series,bb8796fa-34d7-5001-b154-7493720ac57e,d345ec64-1031-5955-abe8-e155dd10705c
Command Tower,ACMM,47,,,,,Card,art_series,fddbf0b0-d4af-543e-b074-12a797f63659,0ab9479c-95f5-55c3-9dd7-e6be0f64b530
Rejuvenating Springs,ACMM,48,,,,,Card,art_series,bed1e7fc-a95b-5405-9e79-ea000dc48949,523d45e6-2f6a-523e-9e91-3387afb65315
Undergrowth Stadium,ACMM,49,,,,,Card,art_series,b227d234-a9fc-577b-8f22-fe3a242226c5,a9522a5f-ff63-5b56-b957-91895dfd54c3
"Morophon, the Boundless",ACMM,50,,,,,Card,art_series,c9909c84-b823-575e-8c20-500bf2d9521a,fa32c29e-1ddb-597f-977a-623ed8cde4f6
"Azami, Lady of Scrolls",ACMM,52,,,,,Card,art_series,ac1b04b7-67c4-551c-b37b-02771e724a17,0f685b67-abae-5326-859e-2b5c0c9bf0d9
