name,setCode,number,power,toughness,manaCost,text,type,layout,uuid,otherFaceIds,relatedCards
Human Soldier,T2XM,5,1,1,,,Token Creature — Human Soldier,token,697e7dfa-754d-5a54-8f27-63f88029538f,,"{""reverseRelated"": [""Aragorn, the Uniter"", ""Bastion of Remembrance"", ""Call the Coppercoats"", ""Commanding Presence"", ""Daysquad Marshal"", ""Denethor, Ruling Steward"", ""Dinosaur"", ""Elspeth, Sun's Nemesis"", ""Faramir, Field Commander"", ""Faramir, Prince of Ithilien"", ""Faramir, Steward of Gondor"", ""Forbidden Friendship"", ""Garrison Cat"", ""General's Enforcer"", ""Hero of the Nyxborn"", ""Horn of Gondor"", ""Jirina Kudro"", ""Lossarnach Captain"", ""Nightsquad Commando"", ""Oath of Eorl"", ""Omen of the Sun"", ""Prince Imrahil the Fair"", ""Protector of Gondor"", ""Quarrel's End"", ""Rally at the Hornburg"", ""Reverent Hoplite"", ""Riders of the Mark"", ""Sigarda, Heron's Grace"", ""Siona, Captain of the Pyleas"", ""Strength of Arms"", ""The First Iroan Games"", ""Thraben Standard Bearer"", ""Trynn, Champion of Freedom"", ""Ulvenwald Mysteries"", ""Valiant Rescuer"", ""Vault 101: Birthday Party"", ""Vault 11: Voter's Dilemma"", ""White Glove Gourmand"", ""\\u00c9omer of the Riddermark""]}"
Myr,T2XM,7,2,1,,,Token Artifact Creature — Myr,token,cd183a9e-8db1-5261-8f81-f27c0de1c01f,,"{""reverseRelated"": [""Phyrexian Myr""]}"
Thopter,T2XM,8,1,1,,Flying,Token Artifact Creature — Thopter,token,b5b44ebe-3809-5952-95e8-ab372abbcddb,,"{""reverseRelated"": [""Breya, Etherium Shaper"", ""Sharding Sphinx"", ""Thopter Foundry""]}"
Demon,T2XM,9,5,5,,Flying,Token Creature — Demon,token,068c9dc1-ab3c-5fe7-af14-6005ebb4b874,,"{""reverseRelated"": [""Archfiend's Vessel"", ""Bloodsoaked Altar"", ""Demonic Rising"", ""Ob Nixilis of the Black Oath"", ""Priest of the Blood Rite"", ""Skirsdag High Priest""]}"
Germ,T2XM,10,0,0,,,Token Creature — Germ,token,93b079d9-286b-5abd-a242-41344559f6a4,,"{""reverseRelated"": [""Phyrexian Germ""]}"
Marit Lage,T2XM,11,20,20,,"Flying, indestructible",Token Legendary Creature — Avatar,token,ffabd0a6-5006-5c9a-8718-531071d99107,,"{""reverseRelated"": [""Dark Depths"", ""Marit Lage's Slumber""]}"
Ape,T2XM,12,3,3,,,Token Creature — Ape,token,ce8711c2-89a5-5c92-b3ab-36d351e9ac92,,"{""reverseRelated"": [""Pongify"", ""Side to Side""]}"
Beast,T2XM,13,3,3,,,Token Creature — Beast,token,2f121db8-67ac-5db9-b8e2-9c630b2ace68,,"{""reverseRelated"": [""Beast Within"", ""Bringer of the Green Dawn"", ""Curious Herd"", ""Druid of Horns"", ""Elder Gargaroth"", ""Feral Incarnation"", ""Fresh Meat"", ""Garruk Wildspeaker // Garruk Wildspeaker"", ""Garruk, Primal Hunter"", ""Garruk, Unleashed"", ""Herd Migration"", ""Midsummer Revel"", ""Primeval Bounty"", ""Pulse of the Tangle"", ""Radagast, Wizard of Wilds"", ""Savage Conception"", ""Sawtusk Demolisher"", ""Somberwald Beastmaster"", ""Soul of Zendikar"", ""The Huntsman's Redemption"", ""Thragtusk"", ""Trumpeting Gnarr"", ""Vivien, Monsters' Advocate"", ""Wild Endeavor""]}"
Elephant,T2XM,14,3,3,,,Token Creature — Elephant,token,8a91a134-801f-57c0-b095-73380ee4edba,,"{""reverseRelated"": [""Assault // Battery"", ""Bestial Menace"", ""Call of the Herd"", ""Elephant Ambush"", ""Elephant Guide"", ""Generous Gift"", ""Kazandu Tuskcaller"", ""Selvala's Charge"", ""Terastodon"", ""Trumpeting Herd""]}"
Ooze,T2XM,15,*,*,,,Token Creature — Ooze,token,3df270fb-2842-5181-aeb3-6a653e0691bf,,"{""reverseRelated"": [""Effluence Devourer"", ""Gelatinous Genesis"", ""Gutter Grime"", ""Miming Slime"", ""Mystic Genesis"", ""Ooze Flux"", ""Ooze Garden"", ""Slime Molding""]}"
Plant,T2XM,16,0,1,,,Token Creature — Plant,token,e4b71c7b-3c28-599f-a717-8da11efef5df,,"{""reverseRelated"": [""Audience with Trostani"", ""Avenger of Zendikar"", ""Insidious Roots"", ""Khalni Garden"", ""Nissa, Voice of Zendikar"", ""Phylath, World Sculptor"", ""Turntimber Sower""]}"
Squirrel,T2XM,18,1,1,,,Token Creature — Squirrel,token,b414d100-00cf-51eb-84fc-f0e4d50fb8b4,,"{""reverseRelated"": [""Acorn Catapult"", ""Acorn Harvest"", ""Animal Friend"", ""Chatter of the Squirrel"", ""Chatterfang, Squirrel General"", ""Chatterstorm"", ""Chittering Doom"", ""Chitterspitter"", ""Cloakwood Hermit"", ""Comet, Stellar Pup"", ""Deep Forest Hermit"", ""Deranged Hermit"", ""Drey Keeper"", ""Druid's Call"", ""Earl of Squirrel"", ""Form of the Squirrel"", ""Liege of the Hollows"", ""Mistakes Were Made"", ""Nantuko Shrine"", ""Nested Shambler"", ""Nut Collector"", ""Scurry Oak"", ""Specimen Collector"", ""Squirrel Dealer"", ""Squirrel Farm"", ""Squirrel Nest"", ""Squirrel Sanctuary"", ""Squirrel Squatters"", ""Squirrel Stack"", ""Squirrel Wrangler"", ""Underworld Hermit"", ""Verdant Command""]}"
Wolf,T2XM,19,2,2,,,Token Creature — Wolf,token,b484e108-19d6-592c-97c1-a25761a1d38b,,"{""reverseRelated"": [""Arlinn Kord // Arlinn, Embraced by the Moon"", ""Arlinn, Voice of the Pack"", ""Arlinn, the Pack's Hope // Arlinn, the Moon's Fury"", ""Bestial Menace"", ""Bird"", ""Child of the Pack // Savage Packmate"", ""Cult of the Waxing Moon"", ""Elturgard Ranger"", ""Fable of Wolf and Owl"", ""Faldorn, Dread Wolf Herald"", ""Feed the Pack"", ""Ferocious Pup"", ""Garruk Relentless // Garruk, the Veil-Cursed"", ""Hollowhenge Overlord"", ""Howl of the Night Pack"", ""Howling Giant"", ""Howling Moon"", ""Huntmaster of the Fells // Ravager of the Fells"", ""Journey to the Lost City"", ""Kessig Cagebreakers"", ""Mantle of the Wolf"", ""Master of the Wild Hunt"", ""Mayor of Avabruck // Howlpack Alpha"", ""Nightpack Ambusher"", ""Pack Guardian"", ""Predator's Howl"", ""Raised by Wolves"", ""Ranger Class"", ""Silverfur Partisan"", ""Somberwald Beastmaster"", ""Sword of Body and Mind"", ""Tovolar's Huntmaster // Tovolar's Packleader"", ""Turntimber Ranger"", ""Varis, Silverymoon Ranger"", ""Wolf-Skull Shaman"", ""Wolfbriar Elemental"", ""Wolfcaller's Howl"", ""Wolfkin Bond"", ""Wolfrider's Saddle"", ""Wolfwillow Haven"", ""Wren's Run Packmaster""]}"
Elemental,T2XM,20,*,*,,This creature's power and toughness are each equal to the number of creatures you control.,Token Creature — Elemental,token,12178f65-27ca-5393-b766-89bb2bd13cdd,,"{""reverseRelated"": [""Vernal Sovereign"", ""Voice of Resurgence""]}"
Elf Warrior,T2XM,21,1,1,,,Token Creature — Elf Warrior,token,d76f682c-a7c1-53dc-88d1-9a1237a3d1e5,,"{""reverseRelated"": [""Mercy Killing"", ""Rhys the Redeemed""]}"
Clue,T2XM,22,,,,"{2}, Sacrifice this artifact: Draw a card.",Token Artifact — Clue,token,37292e23-13f4-5108-bac2-2e75f92f6a17,,"{""reverseRelated"": [""Academy Manufactor"", ""Alquist Proft, Master Sleuth"", ""Angelic Sleuth"", ""Antarctic Research Base"", ""Armed with Proof"", ""Auspicious Arrival"", ""Ballroom"", ""Billiard Room"", ""Briarbridge Patrol"", ""Briarbridge Tracker"", ""Bygone Bishop"", ""Byway Courier"", ""Carnage Interpreter"", ""Case of the Filched Falcon"", ""Case of the Pilfered Proof"", ""Chalk Outline"", ""Cold Case Cracker"", ""Confirm Suspicions"", ""Confront the Unknown"", ""Conservatory"", ""Curious Inquiry"", ""Daring Sleuth // Bearer of Overwhelming Truths"", ""Declaration in Stone"", ""Deduce"", ""Dennick, Pious Apprentice // Dennick, Pious Apparition"", ""Detective's Satchel"", ""Dining Room"", ""Disorder in the Court"", ""Drag the Canal"", ""Drownyard Explorers"", ""Duggan, Private Detective"", ""Eliminate the Impossible"", ""Elmar, Ulvenwald Informant"", ""Eloise, Nephalia Sleuth"", ""Erdwal Illuminator"", ""Ethereal Investigator"", ""Evidence Examiner"", ""Expose Evil"", ""Ezrim, Agency Chief"", ""Fae Offering"", ""Fateful Absence"", ""Fleeting Memories"", ""Floodhound"", ""Flotsam // Jetsam"", ""Follow the Bodies"", ""Foreboding Steamboat"", ""Forensic Gadgeteer"", ""Foul Play"", ""Funnel-Web Recluse"", ""Gleaming Geardrake"", ""Gone Missing"", ""Hall"", ""Hard Evidence"", ""Havengul Laboratory // Havengul Mystery"", ""Heaven Sent"", ""Homicide Investigator"", ""Hostile Investigator"", ""Hotshot Investigators"", ""Humble the Brute"", ""Innocent Bystander"", ""Innocuous Researcher"", ""Inquisitor Greyfax"", ""Jace's Scrutiny"", ""Kellan, Inquisitive Prodigy // Tail the Suspect"", ""Kitchen"", ""Lavinia, Foil to Conspiracy"", ""Lazav, Wearer of Faces"", ""Library"", ""Lonis, Cryptozoologist"", ""Lonis, Genetics Expert"", ""Lounge"", ""Loxodon Eavesdropper"", ""Madame Vastra"", ""Magnifying Glass"", ""Malcolm, the Eyes"", ""Martha Jones"", ""Meddling Youths"", ""Merchant of Truth"", ""Mistway Spy"", ""Morska, Undersea Sleuth"", ""Nick Valentine, Private Eye"", ""No Witnesses"", ""Novice Inspector"", ""Officious Interrogation"", ""On the Job"", ""Ongoing Investigation"", ""Osgood, Operation Double"", ""Out Cold"", ""Overencumbered"", ""Persuasive Interrogators"", ""Piper Wright, Publick Reporter"", ""Press for Answers"", ""Resonance Technician"", ""Root Out"", ""Rory Williams"", ""Sally Sparrow"", ""Sarah Jane Smith"", ""Search the Premises"", ""Secret Passage"", ""Secrets of the Key"", ""Serene Sleuth"", ""Sharp-Eyed Rookie"", ""Sophia, Dogged Detective"", ""Sophina, Spearsage Deserter"", ""Study"", ""Survive the Night"", ""Syndicate Heavy"", ""Tamiyo's Journal"", ""Teysa, Opulent Oligarch"", ""The Chase Is On"", ""The Fugitive Doctor"", ""The Seventh Doctor"", ""The Third Doctor"", ""They Went This Way"", ""Thijarian Witness"", ""Thorough Investigation"", ""Thraben Inspector"", ""Tireless Tracker"", ""Tivit, Seller of Secrets"", ""Torch the Witness"", ""Toxin Analysis"", ""Trail of Evidence"", ""Transmutation Font"", ""Ulvenwald Mysteries"", ""Undercover Crocodelf"", ""Unshakable Tail"", ""Wavesifter"", ""Weirding Wood"", ""Wernog, Rider's Chaplain"", ""Wojek Investigator""]}"
Golem,T2XM,23,3,3,,,Token Artifact Creature — Golem,token,fc308b6a-24aa-5500-b6b8-98e72a4cfce5,,"{""reverseRelated"": [""Cavalier of Dawn"", ""Golem Foundry"", ""Legion Extruder"", ""Masterful Replication"", ""Precursor Golem"", ""Sandstorm Salvager""]}"
Myr,T2XM,24,1,1,,,Token Artifact Creature — Myr,token,37c45f60-9cdb-5706-8070-48d24b7ece38,,"{""reverseRelated"": [""Genesis Chamber"", ""Master's Call"", ""Mirrodin Besieged"", ""Myr Battlesphere"", ""Myr Incubator"", ""Myr Matrix"", ""Myr Turbine"", ""Myrsmith"", ""Origin Spellbomb"", ""Urtet, Remnant of Memnarch""]}"
Servo,T2XM,25,1,1,,,Token Artifact Creature — Servo,token,dcad146d-8118-5810-ae0a-252f4adf69ae,,"{""reverseRelated"": [""Accomplished Automaton"", ""Aether Chaser"", ""Aether Herder"", ""Aether Inspector"", ""Aether Poisoner"", ""Aether Swooper"", ""Ambitious Aetherborn"", ""Angel of Invention"", ""Animation Module"", ""Cogworker's Puzzleknot"", ""Countless Gears Renegade"", ""Cultivator of Blades"", ""Elegant Edgecrafters"", ""Glint-Sleeve Artisan"", ""Hidden Stockpile"", ""Highspire Artisan"", ""Iron League Steed"", ""Marionette Master"", ""Master Trinketeer"", ""Maulfist Squad"", ""Oviya Pashiri, Sage Lifecrafter"", ""Peema Outrider"", ""Propeller Pioneer"", ""Renegade's Getaway"", ""Retrofitter Foundry"", ""Saheeli, Sublime Artificer"", ""Saheeli, the Gifted"", ""Servo Exhibition"", ""Servo Schematic"", ""Sly Requisitioner"", ""Sram's Expertise"", ""Visionary Augmenter"", ""Weaponcraft Enthusiast""]}"
Thopter,T2XM,26,1,1,,Flying,Token Artifact Creature — Thopter,token,dfdf8ee7-220c-53dd-b7b7-74c65fb75df6,,"{""reverseRelated"": [""Access Denied"", ""Aspiring Aeronaut"", ""Aviation Pioneer"", ""Barbed Spike"", ""Breya's Apprentice"", ""Depose // Deploy"", ""Detective's Satchel"", ""Dovin, Grand Arbiter"", ""Efficient Construction"", ""Etherium Spinner"", ""Experimental Aviator"", ""Fairgrounds Patrol"", ""Filigree Crawler"", ""Foundry of the Consuls"", ""Fuss // Bother"", ""Gadget Technician"", ""Ghirapur Gearcrafter"", ""Hangarback Walker"", ""Harried Dronesmith"", ""Inspired Sphinx"", ""Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship"", ""Launch Mishap"", ""Loyal Apprentice"", ""Maverick Thopterist"", ""Pia Nalaar"", ""Pia Nalaar, Consul of Revival"", ""Pia and Kiran Nalaar"", ""Retrofitter Foundry"", ""Saheeli, Filigree Master"", ""Sai, Master Thopterist"", ""Surveillance Monitor"", ""Sweep the Skies"", ""Tezzeret, Artifice Master"", ""Thopter Assembly"", ""Thopter Engineer"", ""Thopter Mechanic"", ""Thopter Pie Network"", ""Thopter Shop"", ""Thopter Spy Network"", ""Thopter Squadron"", ""Whirler Rogue"", ""Whirler Virtuoso"", ""Whirlermaker""]}"
Tuktuk the Returned,T2XM,28,5,5,,Tuktuk the Returned is legendary.,Token Artifact Creature — Goblin Golem,token,ced7b783-d646-567a-a951-6a1ad02808b4,,"{""reverseRelated"": [""Tuktuk the Explorer""]}"
Wurm,T2XM,29,3,3,,Deathtouch,Token Artifact Creature — Wurm,token,27b9da7b-7621-59be-a477-1137f41b7a83,,"{""reverseRelated"": [""Wurmcoil Engine""]}"
Wurm,T2XM,30,3,3,,Lifelink,Token Artifact Creature — Wurm,token,8639ed93-ad63-5cd8-ac84-9cb0e6b91869,,"{""reverseRelated"": [""Wurmcoil Engine""]}"
Copy,T2XM,31,,,,(This token can be used to represent a token that's a copy of a permanent.),Token,token,70911aa0-1297-5263-b92c-2348ab09b87e,,"{""reverseRelated"": [""A-Ochre Jelly"", ""Adrix and Nev, Twincasters"", ""Alta\\u00efr Ibn-La'Ahad"", ""Anikthea, Hand of Erebos"", ""Araumi of the Dead Tide"", ""Arcane Artisan"", ""Artificer Class"", ""Astral Dragon"", ""Auton Soldier"", ""Back from the Brink"", ""Banshee of the Dread Choir"", ""Battle Angels of Tyr"", ""Battle for Bretagard"", ""Biowaste Blob"", ""Blade of Selves"", ""Bloodforged Battle-Axe"", ""Blue Sun's Twilight"", ""Bramble Sovereign"", ""Brenard, Ginger Sculptor"", ""Briarblade Adept"", ""Broodbirth Viper"", ""Cabaretti Confluence"", ""Cackling Counterpart"", ""Cadric, Soul Kindler"", ""Calamity, Galloping Inferno"", ""Calix, Guided by Fate"", ""Caller of the Pack"", ""Caller of the Untamed"", ""Case of the Shifting Visage"", ""Caught in a Parallel Universe"", ""Chronozoa"", ""City of Death"", ""Cleaver Skaab"", ""Clone Legion"", ""Coastline Marauders"", ""Cogwork Assembler"", ""Compy Swarm"", ""Conclave Evangelist"", ""Copy Catchers"", ""Corporeal Projection"", ""Court of Vantress"", ""Croaking Counterpart"", ""Cybermen Squadron"", ""Dalek Squadron"", ""Dance of Many"", ""Delina, Wild Mage"", ""Dino DNA"", ""Dollhouse of Horrors"", ""Doppelgang"", ""Dreadfeast Demon"", ""Dual Nature"", ""Duke Ulder Ravengard"", ""Dutiful Replicator"", ""Echo Chamber"", ""Echo Storm"", ""Elminster's Simulacrum"", ""Elturel Survivors"", ""Elvish Dreadlord"", ""Elvish Hydromancer"", ""Endless Evil"", ""Esika's Chariot"", ""Esix, Fractal Bloom"", ""Esoteric Duplicator"", ""Exquisite Huntmaster"", ""Extravagant Replication"", ""Fable of the Mirror-Breaker // Reflection of Kiki-Jiki"", ""Faerie Artisans"", ""Fated Infatuation"", ""Fathom Fleet Swordjack"", ""Feather, Radiant Arbiter"", ""Feldon of the Third Path"", ""Felhide Spiritbinder"", ""Fin-Clade Fugitives"", ""Firbolg Flutist"", ""Flamerush Rider"", ""Flameshadow Conjuring"", ""Followed Footsteps"", ""Fractured Identity"", ""Gallery of Legends"", ""Gandalf, Westward Voyager"", ""Genasi Enforcers"", ""Genestealer Patriarch"", ""Ghired, Mirror of the Wilds"", ""Giant Adephage"", ""Gnoll War Band"", ""God-Pharaoh's Gift"", ""Gyrus, Waker of Corpses"", ""Hammers of Moradin"", ""Hate Mirage"", ""Haunting Imitation"", ""Heat Shimmer"", ""Helm of the Host"", ""Herald of the Host"", ""Hofri Ghostforge"", ""Hour of Eternity"", ""Human-Time Lord Meta-Crisis"", ""Hunted by The Family"", ""Imperial Mask"", ""Impulsive Pilferer"", ""Inalla, Archmage Ritualist"", ""Inchblade Companion"", ""Invasion of Alara // Awaken the Maelstrom"", ""Irenicus's Vile Duplication"", ""Ivy, Gleeful Spellthief"", ""Jace, Mirror Mage"", ""Jaxis, the Troublemaker"", ""Jin-Gitaxias, Progress Tyrant"", ""Kambal, Profiteering Mayor"", ""Kangee's Lieutenant"", ""Kaya, Intangible Slayer"", ""Kiki-Jiki, Mirror Breaker"", ""Kindred Charge"", ""Kinsbaile Courier"", ""Kinzu of the Bleak Coven"", ""Kitesail Skirmisher"", ""Legion Loyalty"", ""Leonardo da Vinci"", ""Life of the Party"", ""Littjara Mirrorlake"", ""Magus Lucea Kane"", ""March of Progress"", ""Mechanized Production"", ""Miirym, Sentinel Wyrm"", ""Mimic Vat"", ""Minion Reflector"", ""Mirage Mockery"", ""Mirage Phalanx"", ""Mirror March"", ""Mirror Match"", ""Mirror Mockery"", ""Mirror-Sigil Sergeant"", ""Mirror-Style Master"", ""Mirrorhall Mimic // Ghastly Mimicry"", ""Mirrorpool"", ""Mirrorworks"", ""Mishra's Self-Replicator"", ""Mist Dancer"", ""Mist-Syndicate Naga"", ""Mizzix, Replica Rider"", ""Molten Duplication"", ""Molten Echoes"", ""Mordor on the March"", ""Myr Propagator"", ""Myrkul, Lord of Bones"", ""Mythos of Illuna"", ""Nacatl War-Pride"", ""Nahiri, the Unforgiving"", ""Necroduality"", ""Nemesis Trap"", ""Nexus of Becoming"", ""Nightmare Shepherd"", ""Ob Nixilis, the Adversary"", ""Ochre Jelly"", ""Offspring's Revenge"", ""Oko, the Ringleader"", ""Oltec Matterweaver"", ""Ominous Lockbox"", ""Ondu Spiritdancer"", ""Orthion, Hero of Lavabrink"", ""Orvar, the All-Form"", ""Osgir, the Reconstructor"", ""Pack Rat"", ""Parallel Evolution"", ""Phantom Steed"", ""Polyraptor"", ""Pool of Vigorous Growth"", ""Powder Ganger"", ""Preston, the Vanisher"", ""Progenitor Mimic"", ""Prototype Portal"", ""Quantum Misalignment"", ""Quasiduplicate"", ""Rakshasa Debaser"", ""Rally the Galadhrim"", ""Ratadrabik of Urborg"", ""Rebuild the City"", ""Red Sun's Twilight"", ""Reflections of Littjara"", ""Replication Specialist"", ""Replication Technique"", ""Repudiate // Replicate"", ""Rhys the Redeemed"", ""Riku of Two Reflections"", ""Rionya, Fire Dancer"", ""Rite of Replication"", ""Romana II"", ""Runo Stromkirk // Krothuss, Lord of the Deep"", ""Ruthless Radrat"", ""Saheeli Rai"", ""Saheeli's Artistry"", ""Saheeli, the Gifted"", ""Saheeli, the Sun's Brilliance"", ""Sauron, the Necromancer"", ""Schema Thief"", ""Scion of Calamity"", ""Scute Swarm"", ""Second Harvest"", ""Securitron Squadron"", ""See Double"", ""Self-Reflection"", ""Shaun, Father of Synths"", ""Shelob, Child of Ungoliant"", ""Skyclave Relic"", ""Sliver Gravemother"", ""Sorcerer's Broom"", ""Soul Foundry"", ""Soul Separator"", ""Soul of Eternity"", ""Spawnwrithe"", ""Specimen Collector"", ""Spitting Image"", ""Splinter Twin"", ""Splitting Slime"", ""Sprouting Phytohydra"", ""Stangg, Echo Warrior"", ""Stolen Identity"", ""Sublime Epiphany"", ""Sumala Rumblers"", ""Sun-Blessed Guardian // Furnace-Blessed Conqueror"", ""Supplant Form"", ""S\\u00e9ance"", ""Tabaxi Toucaneers"", ""Tamiyo, Compleated Sage"", ""Tawnos, Solemn Survivor"", ""Tempt with Reflections"", ""The Apprentice's Folly"", ""The Eleventh Hour"", ""The Master, Gallifrey's End"", ""The Master, Multiplied"", ""The Scarab God"", ""Theoretical Duplication"", ""Thousand-Faced Shadow"", ""Three Blind Mice"", ""Three Dog, Galaxy News DJ"", ""Three Steps Ahead"", ""Thrill-Kill Disciple"", ""Tiamat's Fanatics"", ""Tomb of Horrors Adventurer"", ""Trickster's Talisman"", ""Trove Tracker"", ""Twinflame"", ""Uchuulon"", ""Urza, Prince of Kroog"", ""Vaultborn Tyrant"", ""Verazol, the Split Current"", ""Vesuvan Duplimancy"", ""Volo, Guide to Monsters"", ""Warchief Giant"", ""Wasteland Raider"", ""Watchful Radstag"", ""Wedding Ring"", ""Wizards of Thay"", ""Worldwalker Helm"", ""Wyrm's Crossing Patrol"", ""Yenna, Redtooth Regent"", ""Zndrsplt's Judgment""]}"
Human,T30A,1,1,1,,,Token Creature — Human,token,835746f4-de9f-5e32-9ada-db12ea22449f,,"{""reverseRelated"": [""A Killer Among Us"", ""Adeline, Resplendent Cathar"", ""Apothecary White"", ""Castle Ardenvale"", ""Cathar's Call"", ""Cemetery Protector"", ""Clarion Cathars"", ""Commander's Authority"", ""Dawnhart Mentor"", ""Devouring Sugarmaw // Have for Dinner"", ""Gather the Townsfolk"", ""Harmonious Archon"", ""Hero of Precinct One"", ""Increasing Devotion"", ""Inquisitive Puppet"", ""Jerren, Corrupted Bishop // Ormendahl, the Corrupter"", ""Join the Dance"", ""Kharis & The Beholder"", ""Lovestruck Beast // Heart's Desire"", ""Oakhame Ranger // Bring Back"", ""Rally for the Throne"", ""Return from the Wilds"", ""Slaughter Specialist"", ""Stroke of Midnight"", ""Sunset Revelry"", ""Thraben Doomsayer"", ""Visions of Glory"", ""Voice of the Provinces"", ""Watchful Giant"", ""Wedding Announcement // Wedding Festivity"", ""Welcome to Sweettooth"", ""Worthy Knight""]}"
Human Warrior,T30A,2,1,1,,,Token Creature — Human Warrior,token,f1b671ae-b6e9-5bd5-aab5-6605a16a9ae1,,"{""reverseRelated"": [""Battle for Bretagard"", ""Beskir Shieldmate"", ""Maja, Bretagard Protector"", ""Usher of the Fallen""]}"
Bird,T30A,4,1,1,,Flying,Token Creature — Bird,token,0bbe6e7e-b4a0-5036-90ae-cff04abb921f,,"{""reverseRelated"": [""Alrund's Epiphany"", ""Fable of Wolf and Owl"", ""Ordered Migration"", ""Ravenform"", ""Riku of Many Paths"", ""The Raven's Warning"", ""Wolf""]}"
